,text
422,"@faithEEE faith ng had a little lamb, little lamb, little lamb, faith ng had a little lamb whoose fleece was black as coal! "
423,@jayflyguy how u feelin tonite? everything good wit u i hope 
424,"has a headache  (I blame the soda, not the vodka)"
425,It's not looking like a great day. Event cancelled and a letter from work. 
426,Und release  --- neues TYPOlight-Projekt online: http://www.kreditkarte.de/
427,Lol loving kyte right now 
428,watching the iranian craziness...awful 
429,@CrozFromOz  well I am excited to get to know you.. and not in that fake  twitter dm way.  I do my best to start conversations.
430,@micflan Thinks it's T3 on tonight. Not good 
431,"first half marathon under my belt, now it is nappy time "
432,Goodnight 
433,@whoremydior im still sad im not in that  i wish i wenttt
434,"slumbering infront of the tv,soo burnt &amp; sore "
435,ugh facebook isnt working 
436,millions of peaches - peaches for me - http://afictitiouslife.blogspot.com/2009/06/peach.html 
437,Text me: 830-534-4067 
438,all i cant do is connect to internet....  trip to o2 shop after college today i think
439,@WnchstrsGirl Bridget!  I miss you! 
440,"@DonnieWahlberg Uh, Donnie, I think the ones that missed out, WE know WE MISSED THE BOAT.  Glad u had a blast"
441,Washing clothes is cutting into my gym time 
442,"@catspyjamasnz ohh you reminded me, i need to collect some pens  (husband likes em)"
443,CHILLIN WIT MY OLD PAPPADO CREW... MAN I MISSED MY DAWGS 
444,My mommy is coming to get me then I'm going home.  I'm had fun.
445,@einahpets dw the only headphones i got are big chunky ones 
446,my mum would be happy to receive 2 handbags and a card from us today. heheee. 
447,@mexiana_76 Well thx.. but what is that..??? I know you like one special vampire in all forms and shapes.. so I'll bite you.. 
448,Just found out Suzanne Vega is playing in Birmingham... when I am in France: gutted!! 
449,@DontTrustMe49 ha i think so.  us &amp; our jonas brothers picture obsession.  &lt;3
450,"@davidjohnpowell you'll kick booty, you know you will  Besides, we all love you"
451,@southpadrelive HAHA ain't that the truth! 
452,"watching rove, funny "
453,"@anicap i'll not dare to publish someones wave on my blog and not know when he'll change it  (note, i havent't watched the hole video) "
454,http://twitpic.com/7rs8q - Oh jeez. That last gust of wind blew our fence over.  #fb
455,OMG thought of new stuff for my Youtube http://www.youtube.com/user/SecretNinjaSociety  look me up some time got nothing up there yet tho 
456,@melchapman  nah... but you should go LOL! well the last i had it was at school ! 
457,a bee woke me up this morning. 
458,Looking for an aspirin..I got a headache 
459,@Lisa_Veronica I am an individual!  .... just like everyone else 
460,@Redwense hi mikey! 
461,Almost ready for new Beta.... until we found a showstopping bug   Please standby.
462,"the gym is calling my name, since if i have to move to KOP i won't be able to use it "
463,"@moonlightfiasco lucky you !! i always wanted to try high school in the states at least once. sadly, i'm done with high school now. "
464,@HeleneJonas That's awesome! I'm glad that I have broadened you musical interests. P.S.- Their tickets are probably cheap 
465,"@lovexmonsters Considering how tipsy we were around this time yesterday, I wouldn't say it's too early.  "
466,Thanks @keytiisthebomb &amp; @piiyaahn for greeting my Mom. lol. 
467,assignments 
468,darn i really wanted not to be bored 2maro   ..... hmmm i guess ill just do somethin else
469,@southernmojo so do i!  this weather makes it so hard to find the motivation though &amp; it's just going to get worse the next couple months
470,@RosieWickers if he replies to you Greg offically hates me!  for some reason that just makes me laugh that he'll never reply to me lol
471,"watching the Turkish Grand Prix. just as expected, Button's in the lead "
472,@Airrun those who have lucid dreams. 
473,Ferrero Rochers are yum (Y) thanks courtneeey 
474,"Can't sleep, too much stress...  why does it have to be like this?"
475,@noleafclover88 i want to see you and kim 
476,@PrettyexKlusive Hey friend....I always expect to see you when I'm on.  Where are you? 
477,@LuanAngel James i love you.  I want a hug.
478,@SupaDupaDaGod so feelin' u right now 
479,"3 in the morning. Just woke up, can't fall back asleep. Uploading a youtube video haha. I'm afraid my mom's gonna kill me for being awake "
480,@rickymc33 hahaha im trying to get @aubreyODay to call me  but no such luck... hmmm imma try again 4434156058 darryl
481,@ home with a cold...ugh 
482,Sad. Mrs. Peacock (my Jr High reading teacher and 7th grade cheerleading coach) passed away today. She will be missed! 
483,Driving back to Hull now 
484,Ugh. Made  it to the gym without shoes. 
485,@bigced heeey I wanted to c it 2day 2.... 
486,@neilhimself could you tell Harperaudio to use better quality CDs? Neverwhere is the 3rd audiobook I buy from them &amp; 3rd w/ skipping CDs 
487,@Esme_Cullen26 fine now just tired 
488,"Bored, apathetic, probably other things.  http://ff.im/3AFk5"
489,"Awww... Decent movie. I didn't cry, but it is kinda sad. "
490,It is going to be weird next week not driving down I-94 and watching all the team haulers driving towards MIS. 
491,I've learned that sum things are out of my control. No sense in getting upset. The universe tends to unfold as it should. 
492,@ellefanning hey Elle!! Thanks for following me!! Your awesome!! 
493,@Britneyxsucks aww  at least its a word 
494,@yo_em yes it is. My left to El Salvador yesterday 
495,R2 @kingsthings  ...and the diff btn caramel and b/scotch depends on the man you ask and where he wants to put it. 
496,"Love the ending on JB's music video for paranoid. Everytime I see all the Kevin's come runnin' down the street, I laugh so hard   "
497,@KyleCoyote i didn't know he was coming to town... i'm hurt that you didn't tell me 
498,excited for new work shift.. 
499,gah i frikin hate homework. especially projects and essays! rawr. i love benny! 
500,is enjoying her day off 
501,@RoyalAntsJosh oh man i don't know if I will be able to make it.  #ShuaBq
502,@tonyruscoe I still get emails from my @graduates.uwa.edu.au account 
503,Creating a blog for self  .... experimenting ....
504,@Frontieruk Oh very cute   But not the one I'd pick ;) hehehe! Feel free to guess again ;)
505,@LiliCosic i've been up and doing bits (inc blogging)  ... sleeping is for losers as you already know 
506,Pooh!  I found an aunt who wants to play scrabble.  I'm a word nerd!  
507,"O its raining  Must go working now, the joys of it...."
508,wheres my hot water bottle aka mocha when i need him? 
509,@prachikamalia but somehow I thought Shiney to be a better person than this.... am getting bad at judging ppl.... 
510,@MoMaalim They will. They will. 
511,@holyschmoke Blue pride. What can I say?!  
512,Is tired and would like to go to bed only my Husband is doing his invoices and wants me to check them 
513,back from D.R.      going though pics!
514,This is going to be fun:long run in 72% humidity! YAY! #trainingfor100miles #run #ultra #smile 
515,Chillen w. The BFF... Nothing to do on a sat night?! Rain sucks 
516,@ciaranhenderson We were going to National Archives @ Kew the day after Who do you think you are? live show but is closed on Sundays 
517,My car is broken - overheating. (Engine smoking = Bad) I hope it's not expensive to fix. 
518,Geez! Dang it! I missed the radio show  I'm so sad! @davidarchie
519,taking Brit to the airport 
520,@mark_noble Giddy-up!! Haha!! Sounds like a great day!! 
521,Trying 'xDancer' App By Samir on my cell. Lol! Its seriously fun. Using it on a walk with my Mom. Have to keep moving to hear the music 
522,"@chovaleoni haha, I didn't see that pun coming "
523,@alancarolino whaaaat?! New section to La Cantera?? That has #UrbanOutfitters?! OH MAN I'm stoked to get back to Texas 
524,No presents for my friends in BCN  everything is close in Mexico City. One more day for mi flight 
525,@bryanpeak well yea. Why would I tweet my little tweeter about it?? 
526,@DanielBing that stinketh mightily! 
527,http://tr.im/knDo - video from #barcampbham. Premier screwed it up on export. 
528,@MariahCarey we want a preview!! 
529,Watching &quot;P.S. I love you&quot;. Eating chinese food. What else is there to do when you're home alone on a Friday night! 
530,"@Andra_da This way we'll  have HotChoco @ StarBucks and I'll buy myself books. To IuliusMall same place, same hour? "
531,Done with the wedding!  Cousin time tomorrow. 
532,just woke up! finna do this car wash 
533,@Veronicah86 don't u lie to me!!! LOL jk I don't know yet...  probably go and party in San marcos with some friends idk..
534,Mac crashed 
535,eu queria que erase &amp; rewind fosse o prÃ³ximo single  +1 ou me without you
536,@KeisheraOnline awww reallyyy? Lol I told him I couldn't 
537," my mum doesn't learn her lesson, 4th time now shes got this basal cell cancer on her skin :'("
538,A lot to do tomorrow. Church then interview at Best Buy and the gradma's and the church. 
539,@laydeej sorry to hear that janet.  I pray ur dad gets well.
540,Arr sore throat 
541,watch'd desprite housewives. happy that theyre fine ! so early to sleep.. this weeks gon be CRAZY 
542,http://twitpic.com/7lzw8 - no more paper Knowledge Mag 
543,nice weekend... hoping for a nice week too  AI PUTO!!
544,Ate organic pizza today...it didnt suck 
545,"I am , at this very moment writing out an Argumentive Essay about Ethanasia Which is due in tomoro "
546,"@Heather_Cullen2 Im wonderful, How are you? "
547,I am tots melting here at work. Why do they turn off the AC after hours? 
548,boo-hoo! my stomach hurts sooo bad 
549,Seated in 2A flight out of Jakarta..I'm ready to fly..byebye Jakarta 
550,Working on Jully 
551,i miss joshuaa soooooo much  i havent seen him since school let out  and hes in tennessee till thursday :/ shucks
552,@alyssa_spring I was going to post the same response!!! Until I saw you already did...  
553,OH MY GOD HEADMASTER'S CHARGE   
554,"@Bettyc912 I started Twilight yesterday and yes, I'm already hooked. "
555,"@mileycyrus miley, i really need to know who is real on facebook cos i might have a paedo following me :s haha  Miley RayCy-is that real?"
556,just finished watching Smallville season finale....can't wait for next season 
557,@MaryBologna keep me updated.  I'm working 
558,sid says i can go fuck myself  i think i will 8-) OK EW JK
559,@msliedrecht not until after August I would have to say 
560,I love commercials with #OZZY in them. 
561,"@Dman000 I did lose some weight, thank you for noticing! "
562,@SeanLights Nooooo!!!!! Dont You Dare! Lol =( Im Gonna Cry  I &lt;3 Your Hair!
563,A six.  17 in 4. #t20 #PakCricket #Pakistan
564,@FANPiRE__ http://twitpic.com/6a3nk - hihi...look @ rob in the background 
565,im bored i want @jonaskevin to reply back ! 
566,"Reading Debito's debate without have watched/read the interview is still interesting, but I think I should watch/listen it, at least  baka"
567,@siskita http://twitpic.com/69hdb - Cute  So you know exactly how much coffee you are drinking! (Sort of.)
